""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"mIDH2_AVG"	"mIDH1_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg00180093"	-0.0218363805890267	0.934586213175081	-4.80131149338836	1.06110403728163e-05	0.0174744833480272	2.6925628786902	0.926837820062845	0.948674200651872	0.0218363805890268	"10"	70011219	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs570608059;rs539281344;rs189947974"	"12;31;40"
"cg01512396"	-0.0340055222399991	0.862966323925791	-4.80121766254298	1.06146457058961e-05	0.0174744833480272	2.69223321329838	0.850899848292243	0.884905370532242	0.034005522239999	"1"	228591210	"R"	"II"	"TRIM11"	"Body"	"shelf"	"Body-shelf"	"chr1:228593811-228594713"	"rs114350433;rs577863385"	"40;1"
"cg15831911"	-0.040677756625786	0.923041246485776	-4.79692282129243	1.07809583772689e-05	0.0176240589102785	2.67714679840852	0.908607203812111	0.949284960437896	0.0406777566257854	"6"	163675546	"R"	"II"	"PACRG"	"Body"	"opensea"	"Body-opensea"	""	"rs183584904;rs530995012;rs550703687"	"41;29;1"
"cg19774945"	-0.186493082410173	0.699988357102273	-4.79466542860561	1.08693923251206e-05	0.0176240589102785	2.66921971743496	0.633813392376083	0.820306474786255	0.186493082410173	"6"	54293630	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs149717017;rs528883851;rs183327842"	"36;8;1"
"cg01148801"	0.0261267841822512	0.0973710189380158	4.7946212488467	1.08711301377106e-05	0.0176240589102785	2.66906459206448	0.106641813325266	0.080515029143015	-0.0261267841822512	"2"	11295394	"R"	"I"	"PQLC3"	"TSS200"	"shore"	"TSS200-shore"	"chr2:11295559-11296006"	"rs540690262;rs565420290;rs532550001"	"40;25;4"
"cg05012425"	0.0158634095854112	0.0699099993725379	4.79428368628192	1.08844171476937e-05	0.0176240589102785	2.66787935282774	0.0755389511609096	0.0596755415754984	-0.0158634095854112	"17"	56083757	"R"	"I"	"SFRS1"	"Body"	"island"	"Body-island"	"chr17:56083750-56085373"	"rs561134823"	"12"
"cg10546818"	-0.0132095922331958	0.968588942199458	-4.79403255612033	1.0894312339933e-05	0.0176240589102785	2.66699761663351	0.963901667536066	0.977111259769262	0.0132095922331962	"12"	7042915	"R"	"II"	"ATN1"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr12:7046237-7047257"	""	""
"cg12501546"	-0.174072417175688	0.151139819862048	-4.7939909731601	1.08959516672779e-05	0.0176240589102785	2.66685161784477	0.0893721879609973	0.263444605136686	0.174072417175688	"19"	13734932	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg06005877"	-0.0206108653504127	0.916721481597485	-4.7938393607127	1.09019307367809e-05	0.0176240589102785	2.66631930764767	0.909407948731209	0.930018814081622	0.0206108653504132	"7"	148381412	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs187644204"	"1"
"cg25061289"	-0.214482219017322	0.557724232268026	-4.79297729280555	1.09359887497785e-05	0.0176240589102785	2.66329273697163	0.48161763842317	0.696099857440492	0.214482219017322	"15"	23933620	"R"	"II"	"NDN"	"TSS1500"	"shore"	"TSS1500-shore"	"chr15:23931559-23932547"	"rs188201158"	"4"
"cg16901519"	0.0196644619238184	0.0522408625119221	4.7929680834339	1.09363531487458e-05	0.0176240589102785	2.66326040578497	0.0592185748074706	0.0395541128836522	-0.0196644619238184	"22"	18560646	"R"	"I"	"PEX26"	"TSS200"	"island"	"TSS200-island"	"chr22:18560558-18561410"	"rs41277574;rs536283750;rs12157958"	"51;50;37"
"cg05350372"	-0.220248331308895	0.547058221006382	-4.79253971701191	1.09533159984295e-05	0.0176240589102785	2.66175657775207	0.468905587316129	0.689153918625024	0.220248331308895	"10"	67839980	"R"	"II"	"CTNNA3"	"Body"	"opensea"	"Body-opensea"	""	"rs574320303;rs537360483"	"30;1"
"cg25715124"	0.256885956894182	0.580804333108301	4.78613770098173	1.12099158560102e-05	0.0179360455722218	2.63928877691564	0.671957414586881	0.4150714576927	-0.256885956894181	"1"	200276578	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs528911483;rs550284512"	"31;24"
"cg02761497"	0.0100962505641879	0.0510470130194678	4.78580814138881	1.12232828671196e-05	0.0179360455722218	2.63813255652181	0.0546295535422442	0.0445333029780562	-0.010096250564188	"5"	6712440	"R"	"I"	""	"IGR"	"island"	"IGR-island"	"chr5:6712315-6714900"	"rs535090462;rs555012640"	"46;39"
"cg23926436"	0.173987671111142	0.775427376041069	4.78542681514019	1.12387689974198e-05	0.0179360455722218	2.63679476368371	0.837164936757926	0.663177265646784	-0.173987671111142	"17"	12133847	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs533675056;rs551704870;rs151049105"	"38;32;5"
"cg11964216"	-0.0209923008132596	0.95737651988909	-4.7851974260601	1.12480948349739e-05	0.0179360455722218	2.63599002950965	0.949927638955353	0.970919939768612	0.0209923008132595	"8"	144521570	"R"	"II"	"ZC3H3"	"Body"	"island"	"Body-island"	"chr8:144521358-144521608"	"rs564311554;rs528695071;rs151001982;rs561494428"	"25;8;7;1"
"cg24158959"	-0.0478254676946036	0.88342973742811	-4.78285233497844	1.13438699331411e-05	0.0180483000859081	2.6277640644227	0.866459410181638	0.914284877876241	0.0478254676946034	"19"	39104576	"F"	"II"	"MAP4K1"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	"rs373830703"	"0"
"cg05026883"	0.288342503911078	0.646608069398205	4.78186039836646	1.1384620860567e-05	0.0180727044346481	2.62428515683307	0.748923151431168	0.46058064752009	-0.288342503911078	"1"	51382995	"F"	"II"	"FAF1"	"Body"	"opensea"	"Body-opensea"	""	"rs554098454"	"11"
"cg05275649"	-0.148794980666855	0.60458644698044	-4.78119763505236	1.14119283643859e-05	0.01807570662322	2.62196090275006	0.551788228034137	0.700583208700992	0.148794980666855	"12"	21483871	"R"	"II"	"SLCO1A2"	"Body"	"opensea"	"Body-opensea"	""	"rs546529156;rs184057587;rs188300051"	"41;38;32"
"cg24193635"	-0.0283493957764616	0.936430075695739	-4.77659965522403	1.16031479793814e-05	0.0183377439904808	2.60584017963413	0.926370612678285	0.954720008454747	0.0283493957764613	"11"	94821619	"R"	"II"	"ENDOD1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr11:94822597-94823611"	""	""
"cg04615850"	-0.0346422983499984	0.848821749297638	-4.77404025783661	1.17109411127264e-05	0.0184621300330053	2.59686984916756	0.836529320850864	0.871171619200863	0.0346422983499987	"19"	5048814	"F"	"II"	"KDM4B"	"Body"	"island"	"Body-island"	"chr19:5048425-5048815"	"rs140274776;rs187539333;rs531738198"	"0;20;23"
"cg01145066"	-0.05525460810747	0.804131374246519	-4.77350112254285	1.17337721899624e-05	0.0184621300330053	2.59498053202767	0.784524900401933	0.839779508509403	0.0552546081074703	"8"	87501272	"R"	"II"	"RMDN1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg11520866"	-0.0171873737050151	0.960115455688623	-4.77028132853586	1.18710314482719e-05	0.018636864239601	2.58369926396702	0.954016710180392	0.971204083885407	0.0171873737050156	"11"	64856789	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs57381800;rs564158641"	"47;23"
"cg10577586"	-0.0568658474397944	0.731481171639108	-4.76809333854711	1.19651995821923e-05	0.0186872143536368	2.5760351162649	0.711302967708859	0.768168815148653	0.0568658474397942	"3"	133707361	"F"	"II"	"SLCO2A1"	"Body"	"opensea"	"Body-opensea"	""	"rs572631903"	"31"
"cg17148395"	0.292021928537417	0.551669772859689	4.76793583393548	1.19720064745938e-05	0.0186872143536368	2.57548346643939	0.655290457179417	0.363268528642001	-0.292021928537416	"15"	65654217	"R"	"I"	"IGDCC3"	"Body"	"island"	"Body-island"	"chr15:65654077-65654334"	"rs554858715;rs9806278"	"38;22"
"cg20067272"	-0.0121929344540657	0.976187028163854	-4.76770634247472	1.19819312067302e-05	0.0186872143536368	2.57467970204397	0.971860503034992	0.984053437489058	0.0121929344540656	"6"	29571693	"F"	"II"	"GABBR1"	"Body"	"opensea"	"Body-opensea"	""	"rs574135751;rs540320147;rs559996464;rs3025639"	"8;11;14;48"
"cg10848367"	-0.198449187809444	0.636055940664062	-4.76707544503727	1.20092568630607e-05	0.0186888475758334	2.57247015496941	0.565638486925227	0.764087674734672	0.198449187809445	"11"	62009065	"R"	"II"	"SCGB1D2"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs146644650"	"50"
"cg23711701"	0.259444575872538	0.651584371406416	4.76573346563501	1.20675839287633e-05	0.0186956300194363	2.56777067661799	0.743645349941832	0.484200774069294	-0.259444575872538	"2"	241195613	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs77836672"	"6"
"cg00775816"	-0.0327507434216425	0.880258580286856	-4.76531760840634	1.2085714662029e-05	0.0186956300194363	2.56631450760686	0.868637348750144	0.901388092171786	0.0327507434216422	"7"	150814443	"R"	"II"	"AGAP3"	"ExonBnd"	"shelf"	"ExonBnd-shelf"	"chr7:150817005-150817237"	"rs548513717;rs200290690"	"36;2"
"cg07304013"	-0.0636595119817142	0.732200406174853	-4.7651626095129	1.20924791846576e-05	0.0186956300194363	2.56577177696368	0.709611547084567	0.773271059066281	0.0636595119817142	"5"	149925171	"R"	"II"	"NDST1"	"Body"	"opensea"	"Body-opensea"	""	"rs550816580"	"2"
"cg05210838"	-0.153408358353513	0.404303646540838	-4.76185154551298	1.22378691679134e-05	0.018838080185812	2.55417995455566	0.349868422608946	0.503276780962459	0.153408358353513	"19"	30953086	"F"	"II"	"ZNF536"	"Body"	"opensea"	"Body-opensea"	""	"rs187155653"	"25"
"cg04475307"	-0.0331184634107661	0.855500871621302	-4.76176620684437	1.2241638917678e-05	0.018838080185812	2.5538812376567	0.843749158798127	0.876867622208893	0.0331184634107662	"3"	9694905	"F"	"II"	"MTMR14"	"Body"	"shelf"	"Body-shelf"	"chr3:9690966-9691418"	""	""
"cg09139509"	-0.0330010486645815	0.892261503382217	-4.76109642953415	1.22712650979331e-05	0.018838080185812	2.5515368537164	0.880551453856075	0.913552502520657	0.033001048664582	"17"	78899016	"R"	"II"	"RPTOR"	"Body"	"shelf"	"Body-shelf"	"chr17:78896436-78896803"	"rs532802902"	"15"
"cg08101192"	0.157890489110246	0.800073015358894	4.76066083603305	1.22905702541768e-05	0.018838080185812	2.5500122505267	0.85609867278511	0.698208183674865	-0.157890489110246	"15"	65654108	"R"	"II"	"IGDCC3"	"Body"	"island"	"Body-island"	"chr15:65654077-65654334"	""	""
"cg09050443"	0.196196960406312	0.777189619993501	4.75964482379131	1.23357145591707e-05	0.0188407303053676	2.54645639324375	0.846807896266709	0.650610935860396	-0.196196960406312	"7"	100763449	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs12536798"	"18"
"cg11455423"	-0.0412326877677748	0.76245726671811	-4.75920926492406	1.23551172747926e-05	0.0188407303053676	2.54493212227159	0.747826312994061	0.789059000761836	0.0412326877677749	"1"	177939239	"R"	"II"	"SEC16B"	"TSS200"	"opensea"	"TSS200-opensea"	""	"rs547223167;rs140214833;rs146950339;rs555192640"	"39;20;2;1"
"cg06348134"	0.304124277778332	0.545636589063429	4.75883585178588	1.23717753504456e-05	0.0188407303053676	2.54362538537439	0.653551655371869	0.349427377593537	-0.304124277778332	"5"	42991495	"R"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr5:42992033-42992955"	""	""
"cg12989217"	0.196455458178015	0.16916251985639	4.75492640821808	1.25475002560125e-05	0.019067508481992	2.52994731915046	0.238872521145363	0.0424170629673479	-0.196455458178015	"12"	26379648	"R"	"II"	"SSPN"	"Body"	"opensea"	"Body-opensea"	""	"rs549419502"	"8"
"cg23017594"	0.117373396971415	0.819842363740283	4.75370191122844	1.26030399859371e-05	0.0191110724784619	2.52566419263472	0.861490988472076	0.744117591500661	-0.117373396971415	"14"	32728466	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg19108055"	-0.0122626636913373	0.977325227076348	-4.7521835348957	1.26722430406358e-05	0.0191751258869246	2.52035381266122	0.972973959314906	0.985236623006243	0.0122626636913375	"3"	160219522	"R"	"II"	"KPNA4"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	""	""
"cg25274657"	-0.0180212981002033	0.955344797414051	-4.75093634678272	1.27293638493606e-05	0.0191768240975661	2.51599246599111	0.948950143249463	0.966971441349666	0.0180212981002033	"2"	208532240	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs535380839;rs555076372;rs565734075"	"14;17;27"
"cg01059553"	-0.0367063444993748	0.911299341138989	-4.75058319420491	1.27455837874822e-05	0.0191768240975661	2.514757606005	0.898274509219856	0.934980853719231	0.0367063444993752	"1"	160105789	"R"	"II"	"ATP1A2"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	"rs143969080"	"35"
"cg06494642"	0.160648561222993	0.888340290425292	4.75039448786273	1.27542591564062e-05	0.0191768240975661	2.51409777829183	0.945344618601193	0.784696057378199	-0.160648561222994	"16"	67233861	"F"	"II"	"ELMO3"	"Body"	"island"	"Body-island"	"chr16:67233032-67233862"	""	""
"cg09671827"	0.24812762018781	0.702206598374121	4.74888876232772	1.28236887095554e-05	0.0192405380905172	2.50883330921561	0.790251882956893	0.542124262769083	-0.24812762018781	"6"	122902195	"F"	"II"	"PKIB"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs184884170;rs529024495"	"9;41"
"cg14507433"	-0.0162870285479984	0.91696461105579	-4.74742989290766	1.28913099686395e-05	0.0193012763790461	2.50373338880573	0.911185342861339	0.927472371409337	0.0162870285479982	"9"	96275894	"F"	"I"	"FAM120A"	"Body"	"shelf"	"Body-shelf"	"chr9:96278352-96278587"	"rs7021757;rs58763628;rs143930633"	"11;12;16"
"cg12718793"	0.143037498270198	0.126790191675401	4.74583739309426	1.29655230855903e-05	0.0193449621433271	2.49816713868739	0.177545432997084	0.0345079347268867	-0.143037498270198	"15"	65341995	"R"	"II"	"OSTBETA"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs563528724;rs147379635;rs111861479"	"51;48;15"
"cg01057742"	-0.0197787909717959	0.862864335348597	-4.74563703300677	1.29748897155691e-05	0.0193449621433271	2.49746688223747	0.855846054681185	0.875624845652981	0.0197787909717958	"1"	152445050	"R"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs568436298;rs537374762;rs551239608;rs570798691;rs539819275"	"50;14;8;2;1"
"cg05343480"	-0.0238990799299009	0.932959244387455	-4.7445984615267	1.3023547955789e-05	0.0193494348271933	2.49383730181566	0.924478925702652	0.948378005632553	0.023899079929901	"7"	149463219	"R"	"II"	"ZNF467"	"Body"	"island"	"Body-island"	"chr7:149461653-149463222"	"rs150435920"	"17"
"cg16584020"	0.0371954499580516	0.123827585042448	4.74441196854185	1.30323042277686e-05	0.0193494348271933	2.49318558798201	0.137025970511434	0.0998305205533824	-0.0371954499580516	"19"	3573832	"F"	"I"	"HMG20B"	"Body"	"island"	"Body-island"	"chr19:3572545-3574626"	"rs371227300;rs118049375"	"13;44"
"cg18492529"	-0.0590964452087147	0.845262096684547	-4.74244319311396	1.31250944122549e-05	0.0194466047282907	2.48630626706095	0.824292390320164	0.883388835528879	0.0590964452087148	"11"	22865102	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs563198457;rs528960614;rs548742382;rs559140295"	"35;21;20;2"
"cg12414502"	-0.0302194310431886	0.85716133301631	-4.741792047195	1.31559253562727e-05	0.0194517604459477	2.48403131149329	0.846438309097759	0.876657740140949	0.0302194310431892	"6"	26468835	"R"	"II"	"BTN2A1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs545726712;rs199776599;rs73738456;rs187594588;rs561230271"	"51;40;25;18;2"
"cg19384512"	-0.302597636401428	0.456842021249821	-4.74039379387346	1.32223702552092e-05	0.0194805385012416	2.47914661525748	0.349468666397702	0.65206630279913	0.302597636401428	"12"	9192496	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs77236223"	"1"
"cg06972381"	0.0140463713035276	0.0340406710328396	4.74023005960028	1.32301723125483e-05	0.0194805385012416	2.47857466456369	0.0390248673018333	0.0249784959983057	-0.0140463713035276	"11"	32851378	"R"	"I"	"PRRG4"	"TSS200"	"island"	"TSS200-island"	"chr11:32851160-32851951"	""	""
"cg00423647"	-0.0343694255100659	0.876669328471735	-4.73885194014745	1.32960192388845e-05	0.0195370443024919	2.47376102514607	0.864473725871389	0.898843151381456	0.0343694255100665	"6"	37499782	"F"	"II"	"LOC100505530"	"Body"	"shelf"	"Body-shelf"	"chr6:37503538-37504291"	"rs182850060;rs373258875"	"5;12"
"cg05070896"	-0.215156817545558	0.544853792225605	-4.73337030278688	1.35611182184996e-05	0.0198854924953065	2.45462053369398	0.46850782470944	0.683664642254998	0.215156817545558	"20"	60204143	"F"	"II"	"CDH4"	"Body"	"opensea"	"Body-opensea"	""	"rs6061295;rs572226523"	"34;51"
"cg19328625"	0.0485168598150848	0.212088797805895	4.73232872271019	1.36120710399528e-05	0.0199191373303474	2.45098474712247	0.22930445774028	0.180787597925195	-0.0485168598150849	"9"	15422774	"F"	"I"	"SNAPC3"	"TSS200"	"island"	"TSS200-island"	"chr9:15422521-15423200"	"rs576400963;rs537735531;rs192965012"	"7;19;50"
"cg20540672"	-0.0333602222673676	0.917822955978354	-4.73120758931209	1.36671245474457e-05	0.0199586323845486	2.44707167818457	0.90598545775445	0.939345680021817	0.0333602222673672	"10"	122372102	"R"	"II"	"MIR5694"	"Body"	"opensea"	"Body-opensea"	""	"rs535631051"	"1"
"cg17865955"	0.180958392514359	0.568140675791593	4.73031486071207	1.37111177197019e-05	0.019968816866522	2.44395611003022	0.632351718296688	0.451393325782329	-0.180958392514358	"6"	33601177	"F"	"II"	"ITPR3"	"Body"	"island"	"Body-island"	"chr6:33601102-33601733"	""	""
"cg17570719"	-0.0231766035068386	0.953122805968349	-4.72992739059051	1.3730255064054e-05	0.019968816866522	2.4426039469923	0.944898849885277	0.968075453392116	0.0231766035068386	"5"	114763264	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs192935311;rs182771646;rs536202898;rs556403032"	"0;15;18;21"
"cg05852395"	0.2376875073821	0.735537950148289	4.72891937975827	1.37801635713096e-05	0.0199955423518139	2.43908650752254	0.819878678574195	0.582191171192095	-0.237687507382101	"17"	72589093	"R"	"I"	"CD300LD"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs562895688;rs531951369"	"42;6"
"cg10682011"	-0.190743296434428	0.576508072808022	-4.72713087204828	1.38691525408755e-05	0.0199955423518139	2.43284638263394	0.508824967621612	0.69956826405604	0.190743296434428	"2"	224410707	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs553551189;rs573437724"	"51;27"
"cg00629716"	-0.023606835362603	0.950264741370651	-4.72701881235147	1.3874746834722e-05	0.0199955423518139	2.43245544110351	0.941888122371018	0.965494957733621	0.0236068353626027	"9"	37441950	"R"	"II"	"ZBTB5"	"Body"	"opensea"	"Body-opensea"	""	"rs140285791;rs561341156;rs144155525"	"43;40;30"
"cg15042448"	-0.0814192096926606	0.786494539063363	-4.7269493059039	1.38782178741627e-05	0.0199955423518139	2.43221295680284	0.757603851753064	0.839023061445725	0.0814192096926606	"15"	26111090	"F"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr15:26107503-26108818"	"rs566069518"	"6"
"cg15862925"	-0.210385094889582	0.32464751987277	-4.72641034694002	1.39051614215105e-05	0.0199955423518139	2.43033276831708	0.249994744266789	0.460379839156371	0.210385094889582	"6"	120992810	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg01026796"	0.190547750080512	0.805509027628969	4.72500987513406	1.39754127348501e-05	0.0199955423518139	2.42544760481227	0.873122745399473	0.682574995318962	-0.190547750080511	"5"	54602543	"R"	"II"	"DHX29"	"Body"	"shore"	"Body-shore"	"chr5:54603209-54603904"	"rs547887051;rs146994795"	"44;4"
"cg18807449"	-0.0219451086475679	0.926225843619128	-4.72484939188513	1.39834851029734e-05	0.0199955423518139	2.42488784532272	0.918438869582894	0.940383978230463	0.0219451086475682	"10"	123141788	"R"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs561899524;rs531004784;rs550802106;rs571039379;rs533706239;rs568883135;rs117715531;rs549498602"	"51;33;23;22;16;15;10;1"
"cg02154585"	-0.0355740191039156	0.900712948706259	-4.72414890253306	1.40187733508867e-05	0.0199955423518139	2.42244466738278	0.888089909669386	0.923663928773301	0.0355740191039151	"8"	41137578	"F"	"II"	"SFRP1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg13482142"	-0.0271453717365199	0.935668373488731	-4.72403590604642	1.4024473868955e-05	0.0199955423518139	2.42205057203852	0.92603614480803	0.953181516544551	0.0271453717365202	"2"	234261155	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs73995917;rs546995138;rs537633718"	"20;28;40"
"cg04461566"	-0.0309361436239322	0.742331351610171	-4.72393058517332	1.40297892019027e-05	0.0199955423518139	2.42168325066574	0.731354010324259	0.762290153948192	0.0309361436239323	"22"	22288352	"F"	"II"	"PPM1F"	"Body"	"island"	"Body-island"	"chr22:22288346-22288560"	"rs554715221;rs368878486;rs34639823"	"0;31;47"
"cg10236245"	-0.170167489069171	0.137424178208189	-4.72191466462351	1.41319088527152e-05	0.0200422504677251	2.4146531702558	0.0770421659578378	0.247209655027009	0.170167489069171	"14"	95234015	"R"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr14:95234612-95236569"	"rs141082730;rs150249126"	"45;2"
"cg19221500"	-0.012060442209478	0.964426581300596	-4.72168795768003	1.41434383753757e-05	0.0200422504677251	2.41386266594173	0.960147069548846	0.972207511758324	0.0120604422094783	"21"	46309899	"F"	"I"	"ITGB2"	"Body"	"shelf"	"Body-shelf"	"chr21:46306508-46306795"	"rs142476743;rs61747606;rs201703437;rs191487739;rs148306562"	"1;16;21;32;34"
"cg16573178"	0.0106453954050932	0.0324853027332209	4.72161587414984	1.41471062168043e-05	0.0200422504677251	2.41361132158168	0.0362627011027701	0.0256173056976768	-0.0106453954050932	"1"	49242519	"R"	"I"	"BEND5"	"1stExon"	"island"	"1stExon-island"	"chr1:49242371-49242810"	"rs567114347"	"38"
"cg08192831"	0.192450437817098	0.785790318162874	4.72064923249879	1.41963819211715e-05	0.0200554696951411	2.4102409591483	0.854079183194748	0.66162874537765	-0.192450437817097	"14"	94244881	"R"	"II"	"PRIMA1"	"Body"	"opensea"	"Body-opensea"	""	"rs533283340;rs185504343;rs149044946"	"42;19;5"
"cg01224949"	-0.015551271106095	0.963892386228313	-4.71997494682363	1.42308536641323e-05	0.0200554696951411	2.4078901342878	0.958374193255183	0.973925464361277	0.0155512711060946	"16"	82117013	"F"	"II"	"HSD17B2"	"Body"	"opensea"	"Body-opensea"	""	"rs535438326;rs550267975;rs568862139;rs539589901"	"1;22;34;49"
"cg05096467"	0.276559563879368	0.359420517798075	4.71977605247227	1.42410374178958e-05	0.0200554696951411	2.40719673995542	0.45755455659398	0.180994992714611	-0.276559563879368	"17"	56744490	"F"	"II"	"TEX14"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs540063056"	"48"
"cg24823920"	-0.057639614712381	0.71527705917563	-4.71827370409749	1.43181907185625e-05	0.0201088165248579	2.40195962117957	0.694824292664785	0.752463907377167	0.0576396147123814	"20"	9287042	"F"	"II"	"PLCB4"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	""	""
"cg11339488"	-0.0351918065965756	0.895306614018352	-4.71621760736532	1.44244439966383e-05	0.0201088165248579	2.3947934063814	0.882819198774406	0.918011005370982	0.0351918065965753	"15"	78010108	"F"	"II"	"LINGO1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs116570488;rs185706602;rs117193688"	"18;23;43"
"cg24429673"	-0.0213736674386538	0.950970388241981	-4.71592342924253	1.44397091397635e-05	0.0201088165248579	2.39376821073968	0.943386183666975	0.964759851105629	0.0213736674386539	"4"	8375668	"R"	"II"	"ACOX3"	"Body"	"shore"	"Body-shore"	"chr4:8375042-8375342"	"rs146771230;rs536256437"	"30;2"
"cg26295057"	0.047742189525567	0.0798922740885714	4.71588026993404	1.44419500385742e-05	0.0201088165248579	2.39361780524882	0.0968330510169984	0.0490908614914314	-0.047742189525567	"5"	37839829	"F"	"I"	"GDNF"	"TSS200"	"island"	"TSS200-island"	"chr5:37836747-37840726"	"rs541394883"	"46"
"cg03252488"	-0.0300548098125617	0.83207308171527	-4.71530958168211	1.44716130285834e-05	0.0201088165248579	2.39162907854607	0.821408471781781	0.851463281594342	0.0300548098125614	"16"	17506201	"R"	"II"	"XYLT1"	"Body"	"opensea"	"Body-opensea"	""	"rs549383888;rs75967350"	"2;1"
"cg02702265"	0.272162837948443	0.384623633316827	4.71527172089503	1.44735830441619e-05	0.0201088165248579	2.39149714571532	0.481197543556598	0.209034705608154	-0.272162837948443	"10"	113499100	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs6585109;rs555297701;rs74582527"	"25;34;44"
"cg07329532"	-0.0211221019203138	0.925801200348014	-4.71496683190456	1.44894569270053e-05	0.0201088165248579	2.39043472213495	0.918306260956936	0.939428362877249	0.0211221019203135	"6"	1766632	"F"	"II"	"GMDS"	"Body"	"opensea"	"Body-opensea"	""	"rs148656497;rs531840576"	"0;2"
"cg05733891"	-0.0509473779186052	0.803846629801703	-4.71397018080397	1.4541465783861e-05	0.0201088165248579	2.38696198873745	0.785768527959617	0.836715905878223	0.0509473779186057	"3"	46165451	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs143182100"	"1"
"cg18265938"	0.0098448478015498	0.0300164301800118	4.71393405677318	1.45433542868592e-05	0.0201088165248579	2.38683612444525	0.0335097632708843	0.0236649154693345	-0.0098448478015498	"17"	55162298	"R"	"I"	"AKAP1"	"TSS1500"	"island"	"TSS1500-island"	"chr17:55162173-55163908"	"rs564402457"	"44"
"cg01236281"	-0.061078557812246	0.86767356387241	-4.71358396475548	1.45616689192008e-05	0.0201088165248579	2.38561634775727	0.846000527229355	0.907079085041601	0.0610785578122458	"20"	58874172	"R"	"II"	"MIR646HG"	"Body"	"opensea"	"Body-opensea"	""	"rs536856946"	"14"
"cg08721338"	0.168299929031611	0.850585276608486	4.71230542123186	1.46287459199158e-05	0.0201288103483279	2.38116205262475	0.910304606264865	0.742004677233253	-0.168299929031611	"16"	67233983	"F"	"I"	"ELMO3"	"Body"	"shore"	"Body-shore"	"chr16:67233032-67233862"	"rs575799078"	"36"
"cg02541099"	-0.0517706660366075	0.748780377564425	-4.71201983178236	1.46437701581053e-05	0.0201288103483279	2.38016716886088	0.730410141228855	0.782180807265462	0.0517706660366075	"2"	241336014	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs543214863"	"48"
"cg11019771"	-0.223124062387861	0.743348529404377	-4.71130469564106	1.46814580669621e-05	0.0201288103483279	2.37767603190743	0.664175475008685	0.887299537396545	0.22312406238786	"7"	137085181	"F"	"II"	"DGKI"	"Body"	"opensea"	"Body-opensea"	""	"rs183664651;rs561191996;rs186765962"	"1;18;38"
