#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
ATF2	MAP2K4	1845482	1845147	9606.ENSP00000264110	9606.ENSP00000262445	0	0	0	0	0	0	0	0.453	0	0.453
JUN	CBL	1855436	1845465	9606.ENSP00000360266	9606.ENSP00000264033	0	0	0	0	0	0	0	0.452	0	0.452
MAP2K7	FOS	1858552	1848822	9606.ENSP00000381066	9606.ENSP00000306245	0	0	0	0	0	0	0	0.451	0	0.451
MAPK8	ATM	1853988	1846577	9606.ENSP00000353483	9606.ENSP00000278616	0	0	0	0	0	0	0	0.449	0	0.449
GRB2	SMAD3	1852164	1851536	9606.ENSP00000339007	9606.ENSP00000332973	0	0	0	0	0	0.291	0	0.254	0	0.448
GRB2	EP300	1852164	1845316	9606.ENSP00000339007	9606.ENSP00000263253	0	0	0	0	0	0.298	0	0.235	0	0.440
FOS	ATM	1848822	1846577	9606.ENSP00000306245	9606.ENSP00000278616	0	0	0	0	0	0	0	0.423	0	0.423
MMP9	EP300	1855661	1845316	9606.ENSP00000361405	9606.ENSP00000263253	0	0	0	0	0	0	0	0.418	0	0.418
MAP2K4	JUND	1845147	1844164	9606.ENSP00000262445	9606.ENSP00000252818	0	0	0	0	0	0	0	0.415	0	0.415
ALK	JUND	1857789	1844164	9606.ENSP00000373700	9606.ENSP00000252818	0	0	0	0	0	0.363	0	0.116	0	0.413
MET	JUND	1849944	1844164	9606.ENSP00000317272	9606.ENSP00000252818	0	0	0	0	0	0.306	0	0.186	0	0.411
MMP9	ATF2	1855661	1845482	9606.ENSP00000361405	9606.ENSP00000264110	0	0	0	0	0	0	0	0.405	0	0.406
