#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
ATM	CREBBP	1846577	1845124	9606.ENSP00000278616	9606.ENSP00000262367	0	0	0	0	0	0.103	0	0.411	0	0.449
USP7	ATM	1852711	1846577	9606.ENSP00000343535	9606.ENSP00000278616	0	0	0	0	0.090	0	0	0.413	0	0.443
RBBP7	EP300	1857150	1845316	9606.ENSP00000369424	9606.ENSP00000263253	0	0	0	0	0	0.094	0	0.409	0	0.442
RBBP4	EP300	1855919	1845316	9606.ENSP00000362592	9606.ENSP00000263253	0	0	0	0	0	0.094	0	0.400	0	0.434
BCL2L1	CREBBP	1848421	1845124	9606.ENSP00000302564	9606.ENSP00000262367	0	0	0	0	0	0	0	0.434	0	0.434
XPO1	KAT2B	1858987	1845408	9606.ENSP00000384863	9606.ENSP00000263754	0	0	0	0	0	0.074	0	0.413	0	0.433
BRCA1	KAT2B	1861387	1845408	9606.ENSP00000418960	9606.ENSP00000263754	0	0	0	0	0	0	0	0.420	0	0.420
arsenic-74	arsenic-72	-6335515	-6337076	-1.CID006335515	-1.CID006337076	0	0	0	0	0	0	0	0.418	0	0.418
XPO1	CDKN1A	1858987	1843736	9606.ENSP00000384863	9606.ENSP00000244741	0	0	0	0	0	0	0	0.419	0	0.418
BCL2	SP1	1851168	1851138	9606.ENSP00000329623	9606.ENSP00000329357	0	0	0	0	0	0	0	0.417	0	0.416
BRCA1	BCL2L1	1861387	1848421	9606.ENSP00000418960	9606.ENSP00000302564	0	0	0	0	0	0	0	0.416	0	0.416
APAF1	EP300	1862487	1845316	9606.ENSP00000448165	9606.ENSP00000263253	0	0	0	0	0	0.162	0	0.330	0	0.414
CDKN2A	XPO1	1859838	1858987	9606.ENSP00000394932	9606.ENSP00000384863	0	0	0	0	0	0.102	0	0.369	0	0.410
CDKN2A	SIN3A	1859838	1854005	9606.ENSP00000394932	9606.ENSP00000353622	0	0	0	0	0	0.149	0	0.327	0	0.403
XPO1	BCL2	1858987	1851168	9606.ENSP00000384863	9606.ENSP00000329623	0	0	0	0	0	0	0	0.400	0	0.400
